time,open,high,low,close
2025-01-01 00:00:00,100.26843118070313,100.73573429324088,100.30740221883501,100.32524485676994
2025-01-01 01:00:00,99.24511678210706,99.57383915564483,99.08987415371887,99.30714436293626
2025-01-01 02:00:00,100.2078267801074,100.29121885127789,99.9507769993593,100.07521243970147
2025-01-01 03:00:00,101.07450420107835,101.49657527838862,100.84897826611929,101.0411313313059
2025-01-01 04:00:00,99.08772478758955,99.99014133325777,99.10781946782346,99.10870945150698
2025-01-01 05:00:00,97.89486757778451,98.00560653880434,97.74620521305147,97.84606984052277
2025-01-01 06:00:00,97.78434731431324,98.70236829605714,97.7938479783463,97.99083284739774
2025-01-01 07:00:00,97.69675762817786,97.82843766965999,97.59110469619134,97.70097182180395
2025-01-01 08:00:00,97.89926249132725,97.86811468702938,97.48243153980027,97.70409717199657
2025-01-01 09:00:00,96.90638340086329,97.02874970810078,96.78343765127454,96.89355987672069
2025-01-01 10:00:00,97.77558910766069,98.22678908272641,97.40677017416775,97.76894930846679
2025-01-01 11:00:00,98.60608093370925,98.63996724299334,98.12563541925317,98.55206175179084
2025-01-01 12:00:00,98.72522296884344,98.66631970269074,98.48870755651494,98.63688325901248
2025-01-01 13:00:00,99.57570498732095,99.80077430924314,99.27959080638375,99.77500223106051
2025-01-01 14:00:00,100.09392783939532,100.50046710928383,99.9482658648999,100.26260227032797
2025-01-01 15:00:00,99.44553538917245,99.52742592540321,99.12007615240526,99.42462725594103
2025-01-01 16:00:00,99.7405403533126,100.01201419270194,99.79627098341864,99.81189353660052
2025-01-01 17:00:00,99.00889447008583,99.08335953525253,98.79792818503945,98.8791625109643
2025-01-01 18:00:00,99.74010001426154,100.04027474270517,99.6707267123211,99.77154545022672
2025-01-01 19:00:00,99.54873900394254,100.22911115724814,99.5562620050579,99.74169237347107
2025-01-01 20:00:00,99.45112581647071,99.86720620959973,99.47585962894655,99.57739133448585
2025-01-01 21:00:00,98.64942319061123,99.18486141877999,98.82763334367414,98.92142506092895
2025-01-01 22:00:00,100.1347830703809,100.55960206548215,100.03508958846591,100.15823267041817
2025-01-01 23:00:00,100.00473805722575,100.08099764442753,99.83869692476851,100.02358091222176
2025-01-02 00:00:00,99.57370625062269,100.03551869472822,98.98603194944201,99.61598952347343
2025-01-02 01:00:00,99.39279747752248,99.41749261579241,99.17712973889489,99.28568023823763
2025-01-02 02:00:00,99.95521619470203,100.27135716954773,99.1825738075192,99.83556129410127
2025-01-02 03:00:00,100.20403758949345,100.26064707226175,100.21027220899828,100.22111410711317
2025-01-02 04:00:00,100.44087408663974,100.73371990681288,100.6543442585931,100.65574326438139
2025-01-02 05:00:00,101.17295857306725,101.58517337144875,100.79340188207797,101.11054489610933
2025-01-02 06:00:00,103.37737258357917,103.43212713812606,102.95187363818187,103.31999276878558
